vacancy_name,area_name,salary_from,salary_to,url,experience
Специалист по обработке спортивной информации,Ростов-на-Дону,38000,,https://hh.ru/vacancy/82275583,noExperience
Младший аналитик,Волгоград,48000,,https://hh.ru/vacancy/84380206,between1And3
Бизнес-аналитик,Уфа,,20000,https://hh.ru/vacancy/84923655,between3And6
Аналитик,Серпухов,70500,70500,https://hh.ru/vacancy/85066444,between1And3
Аналитик по снабжению,Волжский (Волгоградская область),60000,80000,https://hh.ru/vacancy/85309078,between1And3
Аналитик упоминаний в соцсетях,Пермь,39000,,https://hh.ru/vacancy/82145237,noExperience
Аналитик (менеджер аналитических проектов),Москва,130000,160000,https://hh.ru/vacancy/82770232,between1And3
HR аналитик (удаленно),Москва,90000,90000,https://hh.ru/vacancy/84012793,between1And3
Аналитик,Москва,60000,,https://hh.ru/vacancy/84884210,between1And3
Аналитик,Москва,70500,70500,https://hh.ru/vacancy/85066440,between1And3
Стажёр направления Бизнес - аналитика ИТ/ЕИСЖС,Москва,50000,,https://hh.ru/vacancy/85261896,noExperience
Аналитик,Екатеринбург,45000,,https://hh.ru/vacancy/70471994,noExperience
Аналитик на маркетплейсах (удалённо),Воронеж,65000,,https://hh.ru/vacancy/85170016,between1And3
Бизнес / Системный аналитик,Москва,150000,,https://hh.ru/vacancy/84505188,between3And6
Аналитик,Крымск,50000,,https://hh.ru/vacancy/85202669,between1And3
Amazon manager,Москва,1000,,https://hh.ru/vacancy/85316603,between1And3
Аналитик (junior),Тверь,,45000,https://hh.ru/vacancy/84435109,between1And3
Аналитик,Москва,40000,200000,https://hh.ru/vacancy/84956086,between1And3
Ревенью-менеджер,Челябинск,40000,,https://hh.ru/vacancy/84172668,between1And3
Инженер-аналитик,Иваново (Ивановская область),,120000,https://hh.ru/vacancy/84688344,noExperience
Менеджер по работе с маркетплейсами,Раменское,50000,,https://hh.ru/vacancy/84739022,between1And3
Аналитик бизнес-процессов,Санкт-Петербург,80000,100000,https://hh.ru/vacancy/84932467,between1And3
Аналитик,Санкт-Петербург,95000,130000,https://hh.ru/vacancy/67551826,between3And6
Системный аналитик,Москва,200000,300000,https://hh.ru/vacancy/84675382,between1And3
Консультант-аналитик в офис,Волгоград,30000,40000,https://hh.ru/vacancy/84546898,noExperience
Бизнес-аналитик,Махачкала,60000,100000,https://hh.ru/vacancy/85313151,between1And3
Аналитик,Южно-Сахалинск,90000,,https://hh.ru/vacancy/83906667,between1And3
Аналитик данных,Казань,50000,,https://hh.ru/vacancy/84041305,between1And3
Аналитик упоминаний в соцсетях,Иркутск,39000,,https://hh.ru/vacancy/82145246,noExperience
Аналитик маркетплейса,Астрахань,60000,80000,https://hh.ru/vacancy/84896286,between1And3
Специалист отдела стратегического планирования,Калининград,66000,,https://hh.ru/vacancy/85413870,between1And3
Маркетолог-аналитик,Москва,150000,,https://hh.ru/vacancy/84440773,between3And6
Аналитик по движению товара,Краснодар,85000,,https://hh.ru/vacancy/84741232,between1And3
Аналитик упоминаний в соцсетях,Киров (Кировская область),39000,,https://hh.ru/vacancy/82145259,noExperience
"Координатор - аналитик отдела продаж ""Pepsi""",Кемерово,54500,67900,https://hh.ru/vacancy/84031352,between1And3
Аналитик научного управления,Томск,35000,,https://hh.ru/vacancy/84712291,noExperience
Ведущий аналитик,Москва,139000,139000,https://hh.ru/vacancy/84688266,between1And3
Аналитик бизнес-процессов,Челябинск,70000,,https://hh.ru/vacancy/84299799,between1And3
Маркетолог-аналитик,Симферополь,100000,,https://hh.ru/vacancy/84912048,between3And6
Аналитик данных,Москва,100000,150000,https://hh.ru/vacancy/84000012,between1And3
Аналитик,Казань,80000,,https://hh.ru/vacancy/84127323,between1And3
Товарный аналитик,Москва,80000,,https://hh.ru/vacancy/84882147,between3And6
Аналитик,Москва,120000,,https://hh.ru/vacancy/84670950,between1And3
Аналитик 1 С,Нижний Новгород,200000,200000,https://hh.ru/vacancy/85234166,between3And6
Аналитик (Нижний Новгород),Нижний Новгород,60000,70000,https://hh.ru/vacancy/83263778,between1And3
Аналитик (офис),Нижний Новгород,70000,,https://hh.ru/vacancy/83010104,between1And3
Младший аналитик,Тверь,48000,,https://hh.ru/vacancy/84380204,between1And3
Аналитик по ценообразованию,Пятигорск,65000,80000,https://hh.ru/vacancy/85190320,between1And3
Экономист-аналитик,Барнаул,40000,,https://hh.ru/vacancy/78873188,between1And3
Ассистент регионального менеджера ДВФО,Владивосток,59000,59000,https://hh.ru/vacancy/85416056,between1And3
Системный аналитик,Самара,80000,130000,https://hh.ru/vacancy/84180916,between1And3
Аналитик по ценообразованию,Ставрополь,65000,80000,https://hh.ru/vacancy/85190090,between1And3
Младший аналитик по продукту,Москва,,75000,https://hh.ru/vacancy/85313835,between1And3
Аналитик упоминаний в соцсетях,Уфа,39000,,https://hh.ru/vacancy/82145234,noExperience
Аналитик формата в офис,Красноярск,38000,,https://hh.ru/vacancy/85083083,noExperience
Аналитик упоминаний в соцсетях,Красноярск,39000,,https://hh.ru/vacancy/82145235,noExperience
Аналитик отдела продаж/менеджер маркетплейсов,Москва,80000,140000,https://hh.ru/vacancy/84927436,between1And3
Разработчик (No-code),Казань,50000,,https://hh.ru/vacancy/83999089,noExperience
Младший Аналитик (Мск),Москва,106000,,https://hh.ru/vacancy/83242593,between1And3
Аналитик по ценообразованию,Белгород,65000,80000,https://hh.ru/vacancy/85190197,between1And3
Аналитик,Подольск (Московская область),90000,,https://hh.ru/vacancy/83246169,between1And3
Аналитик,Санкт-Петербург,70000,,https://hh.ru/vacancy/84324304,between1And3
Младший антифрод специалист,Москва,60000,70000,https://hh.ru/vacancy/85242711,noExperience
Аналитик упоминаний в соцсетях,Рязань,39000,,https://hh.ru/vacancy/82145255,noExperience
Аналитик (junior),Краснодар,,45000,https://hh.ru/vacancy/84435103,between1And3
Аналитик данных,Санкт-Петербург,190000,,https://hh.ru/vacancy/84653245,between1And3
Системный аналитик,Санкт-Петербург,120000,180000,https://hh.ru/vacancy/84442905,between1And3
Младший аналитик / Социолог (Quantitative Market Research),Москва,50000,,https://hh.ru/vacancy/84763129,noExperience
Аналитик,Кострома,50000,,https://hh.ru/vacancy/85018540,between1And3
Веб-аналитик,Москва,90000,110000,https://hh.ru/vacancy/85062934,between1And3
Аналитик,Москва,70000,70000,https://hh.ru/vacancy/83923675,between1And3
Аналитик (HR-отдел),Ростов-на-Дону,45000,55000,https://hh.ru/vacancy/84452104,between1And3
Специалист базы данных/контент менеджер,Санкт-Петербург,500,600,https://hh.ru/vacancy/85106164,between1And3
Аналитик,Пенза,20000,,https://hh.ru/vacancy/85287193,noExperience
Аналитик,Москва,150000,200000,https://hh.ru/vacancy/83604141,between3And6
Аналитик управления закупок,Екатеринбург,100000,,https://hh.ru/vacancy/84447954,between3And6
Аналитик (junior),Тула,,45000,https://hh.ru/vacancy/84435110,between1And3
Младший аналитик/Аналитик продаж,Москва,70000,80000,https://hh.ru/vacancy/85252096,between1And3
Аналитик отдела маркетинга (стажер),Москва,57500,57500,https://hh.ru/vacancy/83988094,noExperience
Младший специалист по аналитике,Самара,40000,,https://hh.ru/vacancy/82851351,between1And3
Маркетолог-аналитик,Санкт-Петербург,90000,,https://hh.ru/vacancy/84692696,between3And6
Аналитик по движению товара,Ростов-на-Дону,85000,,https://hh.ru/vacancy/84800062,between1And3
Менеджер-аналитик,Тверь,50000,100000,https://hh.ru/vacancy/84321172,noExperience
Sales operation директор/Директор по аналитике,Москва,400000,,https://hh.ru/vacancy/85017117,between3And6
Аналитик упоминаний в соцсетях,Краснодар,39000,,https://hh.ru/vacancy/82145239,noExperience
